file,category,bytes,lines,sha256,coverage,notes
.editorconfig,asset/configuration,593,27,a9a9882ffbe7f755b0cf2138e6261fb2d8c9a37d5d882a0ecf226733017156c0,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-v21/background.png,mobile-platform/assets,69,,af4be5f33351cb871d3216cd43340cc3913fb8f4bd181853df1ff3cddc15bfb3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-v21/launch_background.xml,mobile-platform/assets,321,9,42b8d099f0a6d79e90a67949d7a655c09458c734aa1bd8c4d7c73a79b28397ea,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xhdpi/android12splash.png,mobile-platform/assets,320753,,8897b8ae22ff4ad5565665eeed7b743efe496647e61f5ca4c43def50505671f9,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xhdpi/ic_launcher_foreground.png,mobile-platform/assets,63339,,7c9d977d619a8522707dcee7050660a3b6d1dfb069301468598301ec8ab399d6,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xhdpi/splash.png,mobile-platform/assets,320753,,8897b8ae22ff4ad5565665eeed7b743efe496647e61f5ca4c43def50505671f9,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xxhdpi/android12splash.png,mobile-platform/assets,627843,,c35dfe99895c588e69118f3b25d2ab1c80f0cbce3500a3bc015dee58f6f17296,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xxhdpi/ic_launcher_foreground.png,mobile-platform/assets,130797,,1cbabcd19f8eb15f286443d6e945eb2da68697d6390bf83f8f5f28e27684e9e1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xxhdpi/splash.png,mobile-platform/assets,627843,,c35dfe99895c588e69118f3b25d2ab1c80f0cbce3500a3bc015dee58f6f17296,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xxxhdpi/android12splash.png,mobile-platform/assets,1000657,,426674e4e6a1ffc5562d6493e2871727a1f1096c81b3c71e4b117cdcf6a49d1f,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xxxhdpi/ic_launcher_foreground.png,mobile-platform/assets,217458,,231977c0a60a2999c9e1e23f2eb3d59a8837cd795348eb6db59525406482a91a,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable-xxxhdpi/splash.png,mobile-platform/assets,1000657,,426674e4e6a1ffc5562d6493e2871727a1f1096c81b3c71e4b117cdcf6a49d1f,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable/background.png,mobile-platform/assets,69,,af4be5f33351cb871d3216cd43340cc3913fb8f4bd181853df1ff3cddc15bfb3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/drawable/launch_background.xml,mobile-platform/assets,321,9,42b8d099f0a6d79e90a67949d7a655c09458c734aa1bd8c4d7c73a79b28397ea,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-anydpi-v26/launcher_icon.xml,mobile-platform/assets,335,9,fe16ab84762f42e1166a008c9c77227fa3ba8399088bf9667e83d04bc4322af1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-hdpi/ic_launcher.png,mobile-platform/assets,1375,,f2074c4bfb9396f05340b4046ac29955899685fa17149063d95caf96f852d2e5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png,mobile-platform/assets,4646,,f5df654bbe595dec9da834d4cc7e61c26bd426a58652b2087bdac8534b22731b,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-hdpi/ic_launcher_round.png,mobile-platform/assets,1375,,f2074c4bfb9396f05340b4046ac29955899685fa17149063d95caf96f852d2e5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-hdpi/launcher_icon.png,mobile-platform/assets,8886,,a768049861c9e65a0df9924ef1281fbecee2acaee1f46fcc91901a9abe7c3a39,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-mdpi/ic_launcher.png,mobile-platform/assets,791,,02765c17f1ec628e40b052d5a2efc8d0018bed0f7b3b3b5aa1769de8496d44b4,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png,mobile-platform/assets,2936,,d0b05a68e761e48ec523fccbe3476dbf17b5922c5ae258050f4a94e347f328c3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-mdpi/ic_launcher_round.png,mobile-platform/assets,791,,02765c17f1ec628e40b052d5a2efc8d0018bed0f7b3b3b5aa1769de8496d44b4,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-mdpi/launcher_icon.png,mobile-platform/assets,4417,,de927a24be82025c50983c1a6adf5f2a96eed9f566fe0aec7ce3942c99493cb1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png,mobile-platform/assets,1917,,783dc70fa723f1fee9f8e391f4e1f587ac3e5b6cff08964f1811883338f8599d,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png,mobile-platform/assets,6607,,4cc4ec091090660cb943acfbebd0cb4a0b99a328f1ab2329afaa3384e3f0d149,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png,mobile-platform/assets,1917,,783dc70fa723f1fee9f8e391f4e1f587ac3e5b6cff08964f1811883338f8599d,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xhdpi/launcher_icon.png,mobile-platform/assets,14717,,62c629692e87870570dd198ac1931dbab529edfcfe52f02099535dd2a018d707,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png,mobile-platform/assets,3155,,16540d97ad02d312b4f779295b98610a966a3fef38dc20128c1da554ff826af3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png,mobile-platform/assets,10236,,5f87d4a1cc8e6beaee445a4f1bc1d18a5450b444a38c7bacbc4b8e6822e33734,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png,mobile-platform/assets,3155,,16540d97ad02d312b4f779295b98610a966a3fef38dc20128c1da554ff826af3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxhdpi/launcher_icon.png,mobile-platform/assets,31810,,58fb59972a7d054aaba20b6bae9c57366af8f3e2763842142858f283d9bc6d2d,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,mobile-platform/assets,4379,,dc388729a6b9633c43cd1d0cc3cca0378fae01ab4fc720e13687c0efb9bf68e5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png,mobile-platform/assets,13885,,70cd0532cc42df41533e233f2c53d0f7e9a9f4bd3b7783cac06277594c0e84a2,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png,mobile-platform/assets,4379,,dc388729a6b9633c43cd1d0cc3cca0378fae01ab4fc720e13687c0efb9bf68e5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/mipmap-xxxhdpi/launcher_icon.png,mobile-platform/assets,51488,,54db06e694b42b17da54d77b62adc9d95b73589a2bee222d31c0d5687f678784,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/values-night-v31/styles.xml,mobile-platform/assets,1224,21,c0d985e508940c308ff2182c24a13ffa2617759c592d5b65896f98d359471b95,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/values-night/styles.xml,mobile-platform/assets,808,15,c2531ecf89eb8a1cce011d7d3118f6598c0364c5cfed61dd9f76fdd126ed2e9a,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/values-v31/styles.xml,mobile-platform/assets,1225,21,8544da21d01e828e7b57f2912209d0055e8ae89f20feba205cc9e1525548c873,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/values/colors.xml,mobile-platform/assets,163,5,353805a8ac141bbaff1db3603105145e2f271920d3e529279104643771fea43e,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/values/styles.xml,mobile-platform/assets,808,15,c2531ecf89eb8a1cce011d7d3118f6598c0364c5cfed61dd9f76fdd126ed2e9a,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/xml/file_paths.xml,mobile-platform/assets,106,4,4a6796b52cd910c17cf41344ac00e5f09880791be1f6f45a45d18f11ba80e198,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/main/res/xml/network_security_config.xml,mobile-platform/assets,503,14,961cb2eb7c93cee753de10fb61a1676f6699d71b20452812f092eaa7cd32a0c2,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/app/src/profile/AndroidManifest.xml,mobile-platform/assets,378,7,30b0832ed8b92dfbd6ae2abfa939ccf26333d37600056b1572bd4a397a18a74b,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/build.gradle,mobile-platform/assets,457,20,bf45144da00347f2bce45e08b67be6c8f80cbe26b65ed8ab22a583af2c5ce1f3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/gradle.properties,mobile-platform/assets,378,7,6c5839c99a7fda2962b83ab7fa4cc09fd002e016e1187242c7fe68da0618504c,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/gradle/wrapper/gradle-wrapper.properties,mobile-platform/assets,203,5,9920c662e8c6a5f0bc6ccd77618580e655f30a0cd5e062acd3a3183e54db34fc,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/android/settings.gradle,mobile-platform/assets,937,28,9ad9d07d005a99343d1bc690d676cc8101f642a1b5e279cf065c0ff411fcab53,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/assets/fonts/NotoSansEthiopic-Bold.ttf,mobile-platform/assets,366840,,b968f7d5c79d6caaff5e29031b1598555f4b154de7456dd51b7c866f90d37597,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/assets/fonts/NotoSansEthiopic-Regular.ttf,mobile-platform/assets,366892,,321ff186e0f066a46257c3008e8a22070720350a9d17f8a32d0d3da53f52e7a2,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/assets/logo_school.png,mobile-platform/assets,1017355,,b34bc65cf7056d0fe3ab0b08b3c712a84e97294efd4bc88d85c5a1f8241cf8a5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/assets/parchment_hymn_bg.jpg,mobile-platform/assets,549508,,1bb672add4fd0688683fe922e1975fcb7cf477808d4b06afd2af20545b431776,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/devtools_options.yaml,mobile-platform/assets,203,4,487cd309b1bcf62b3c7e9eba2b86167083f37bb3631c18ab5364509c3d09a29b,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/RELEASE.md,documentation,7520,158,c9872c6305518fc59c0ed44e44d29a15b4e2201b48ff95b60ecd3ad8feb62bd6,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/audits/LOW_END_DEVICE_COMPATIBILITY_AUDIT.md,documentation,20206,360,c4f9d19d17e6161334ab396a3a7ae1415e9187091f8e7eec78d5b94da7df6da6,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/audits/MEZMUR_DEEP_AUDIT.md,documentation,14804,319,3e1470ee095c891b4194895438303ebb9fed9896692aeddd923d2b7e5bfd4442,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/audits/MEZMUR_LYRICS_SYNC_ANIMATION_STYLE_AUDIT.md,documentation,22501,382,2260040aaeb57ed88e0c8fa1b434a75d5f1531c24181039db987414a619009ad,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/DUPLICATION_P35.md,documentation,5677,143,397f89b8f4c13d280547122ec08eb57a4d7bb75a37b73acda83f4b7ffafdb8e5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/LYRICS_SEARCH_P37.md,documentation,8585,206,678eb4e344e36299cdda37216564b57b7889f155109074b85baec14c2877fbb5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/MEZMUR_PLAYER_NAV_AND_BACKGROUND.md,documentation,20510,228,8f46cf1438cd08b616928072ea2a8bf209b57ad161702d93ebc8bbefe3d0f233,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/OFFLINE_DOWNLOADS.md,documentation,7707,167,ab18f33bc2d66176f3873002a412cf464c714c45d5c431a875659e62a23fedc3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/PLAYER_AUDIT_P34.md,documentation,7614,181,1cfc36ebd271a016138c9d3c9272dee8311d81c1992f4708c225f70c19aad7c1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/QUEUE_WINDOW_P36.md,documentation,8086,182,16e4fe3ae7e92a325b6730897f2d0a530236d063ac657a0559a44dbb336d7f4b,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/SEARCH_SELF_HEALING_P38.md,documentation,5922,143,b78216c65ce16aa18fdc48c00436e397bcdf60f23d764e28a860277f8edb147d,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/docs/mezmur_player/TAXONOMY_SYNC.md,documentation,3040,75,1a1b50112c42edbcd1fa1db3b0b2675259c921307af10f031b757ba08b8418f9,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/.gitignore,mobile-platform/assets,569,34,37380775aeb2499662b7aca80f4ac4c95ae827c3ba2bfa179aa3e9af4812c623,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Flutter/AppFrameworkInfo.plist,mobile-platform/assets,774,26,4844be22b72d16d6f6013ce5a2240728c730ef1fef9cf43a5c55198b18614802,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Flutter/Debug.xcconfig,mobile-platform/assets,30,1,a82d7765b37116ee4821d2cd1d65942febf8032353757ffb0826eabde785b4a6,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Flutter/Release.xcconfig,mobile-platform/assets,30,1,a82d7765b37116ee4821d2cd1d65942febf8032353757ffb0826eabde785b4a6,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcodeproj/project.pbxproj,mobile-platform/assets,23698,616,a279a646d44089d020793d96e9dc81af78d1a8eb032e1fc89ccf1f83b3919ca7,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcodeproj/project.xcworkspace/contents.xcworkspacedata,mobile-platform/assets,135,7,7f3b00b5c3fdb45242d7b87e1e5c4e25d1fa8129a16c94295ecc4e8ea2235c5f,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,mobile-platform/assets,238,8,dfa0f9bb85b95ccba9c6811adadf8cb407fb5d52088e89db83ebc308ec448542,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings,mobile-platform/assets,226,8,11b247bc6796892d67c9a821d18604db4dd6a880981b34f38460b9866e6b247f,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcodeproj/xcshareddata/xcschemes/Runner.xcscheme,mobile-platform/assets,3647,98,12477af7dbb2b8e35229e0ee4639839d94438cbf5f5a1ed2483e6de29e333a55,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcworkspace/contents.xcworkspacedata,mobile-platform/assets,152,7,46c3c9702ff7c5584e11c954d943cfb6e07fb26e3fbd072ddbc0f388aa352de1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,mobile-platform/assets,238,8,dfa0f9bb85b95ccba9c6811adadf8cb407fb5d52088e89db83ebc308ec448542,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings,mobile-platform/assets,226,8,11b247bc6796892d67c9a821d18604db4dd6a880981b34f38460b9866e6b247f,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner/AppDelegate.swift,mobile-platform/assets,391,13,9418c676adebac7e3f04daa80a7db62066e77f9766c804fd3e5e264124a31f80,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json,mobile-platform/assets,2097,1,59aee64f32dab46ad775da6ea2f3fc4efe6e8a78289a9185cd0d2d7e055845dd,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
